Text,Label,is_alpha,is_numeric,capital_initial,unigram,bigram,trigram,text_length,contain_period,contain_percent,contain_hyphen,contain_word_percent
0.019,Percent,0,1,0,1,0,0,5,1,0,0,0
0.0193,Percent,0,1,0,1,0,0,6,1,0,0,0
1.94 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.0194,Percent,0,1,0,1,0,0,6,1,0,0,0
0.0195,Percent,0,1,0,1,0,0,6,1,0,0,0
1.97 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
1.98 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.0198,Percent,0,1,0,1,0,0,6,1,0,0,0
1/2 percent,Percent,1,0,1,0,1,0,11,0,0,0,1
1/4 percent,Percent,1,0,1,0,1,0,11,0,0,0,1
10 percent,Percent,1,0,1,0,1,0,10,0,0,0,1
0.1,Percent,0,1,0,1,0,0,3,1,0,0,0
10-11 percent,Percent,1,0,1,0,1,0,13,0,0,1,1
10-12 percent,Percent,1,0,1,0,1,0,13,0,0,1,1
10-15 percent,Percent,1,0,1,0,1,0,13,0,0,1,1
10-15%,Percent,1,0,1,1,0,0,6,0,1,1,0
10-20 percent,Percent,1,0,1,0,1,0,13,0,0,1,1
10-20%,Percent,1,0,1,1,0,0,6,0,1,1,0
10.0 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.1,Percent,0,1,0,1,0,0,3,1,0,0,0
10.1 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.101,Percent,0,1,0,1,0,0,5,1,0,0,0
0.1014,Percent,0,1,0,1,0,0,6,1,0,0,0
0.1017,Percent,0,1,0,1,0,0,6,1,0,0,0
10.2 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.102,Percent,0,1,0,1,0,0,5,1,0,0,0
0.1025,Percent,0,1,0,1,0,0,6,1,0,0,0
0.1028,Percent,0,1,0,1,0,0,6,1,0,0,0
10.3 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.103,Percent,0,1,0,1,0,0,5,1,0,0,0
10.37 percent,Percent,1,0,1,0,1,0,13,1,0,0,1
0.1039,Percent,0,1,0,1,0,0,6,1,0,0,0
10.4 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.104,Percent,0,1,0,1,0,0,5,1,0,0,0
10.40 percent,Percent,1,0,1,0,1,0,13,1,0,0,1
10.5 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.105,Percent,0,1,0,1,0,0,5,1,0,0,0
0.1052,Percent,0,1,0,1,0,0,6,1,0,0,0
10.55 percent,Percent,1,0,1,0,1,0,13,1,0,0,1
10.6 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.106,Percent,0,1,0,1,0,0,5,1,0,0,0
0.1065,Percent,0,1,0,1,0,0,6,1,0,0,0
0.1067,Percent,0,1,0,1,0,0,6,1,0,0,0
0.1069,Percent,0,1,0,1,0,0,6,1,0,0,0
10.7 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.107,Percent,0,1,0,1,0,0,5,1,0,0,0
10.73 percent,Percent,1,0,1,0,1,0,13,1,0,0,1
10.77 percent,Percent,1,0,1,0,1,0,13,1,0,0,1
0.1077,Percent,0,1,0,1,0,0,6,1,0,0,0
10.8 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.108,Percent,0,1,0,1,0,0,5,1,0,0,0
0.1082,Percent,0,1,0,1,0,0,6,1,0,0,0
0.1087,Percent,0,1,0,1,0,0,6,1,0,0,0
10.9 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.109,Percent,0,1,0,1,0,0,5,1,0,0,0
100 percent,Percent,1,0,1,0,1,0,11,0,0,0,1
1,Percent,0,1,0,1,0,0,1,0,0,0,0
10,Percent,0,1,0,1,0,0,2,0,0,0,0
1000000000,Percent,0,1,0,1,0,0,10,0,0,0,0
1.01,Percent,0,1,0,1,0,0,4,1,0,0,0
103 percent,Percent,1,0,1,0,1,0,11,0,0,0,1
1.03,Percent,0,1,0,1,0,0,4,1,0,0,0
1.04,Percent,0,1,0,1,0,0,4,1,0,0,0
104.2 percent,Percent,1,0,1,0,1,0,13,1,0,0,1
105 percent,Percent,1,0,1,0,1,0,11,0,0,0,1
1.05,Percent,0,1,0,1,0,0,4,1,0,0,0
1.06,Percent,0,1,0,1,0,0,4,1,0,0,0
108 percent,Percent,1,0,1,0,1,0,11,0,0,0,1
11 percent,Percent,1,0,1,0,1,0,10,0,0,0,1
0.11,Percent,0,1,0,1,0,0,4,1,0,0,0
11-12%,Percent,1,0,1,1,0,0,6,0,1,1,0
11.0 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.11,Percent,0,1,0,1,0,0,4,1,0,0,0
11.04 percent,Percent,1,0,1,0,1,0,13,1,0,0,1
11.1 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.111,Percent,0,1,0,1,0,0,5,1,0,0,0
11.2 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.112,Percent,0,1,0,1,0,0,5,1,0,0,0
11.3 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.113,Percent,0,1,0,1,0,0,5,1,0,0,0
11.38 percent,Percent,1,0,1,0,1,0,13,1,0,0,1
11.4 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.114,Percent,0,1,0,1,0,0,5,1,0,0,0
11.45 percent,Percent,1,0,1,0,1,0,13,1,0,0,1
11.5 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.115,Percent,0,1,0,1,0,0,5,1,0,0,0
11.6 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.116,Percent,0,1,0,1,0,0,5,1,0,0,0
11.62 percent,Percent,1,0,1,0,1,0,13,1,0,0,1
11.7 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.117,Percent,0,1,0,1,0,0,5,1,0,0,0
11.8 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.118,Percent,0,1,0,1,0,0,5,1,0,0,0
11.85 percent,Percent,1,0,1,0,1,0,13,1,0,0,1
11.9 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.119,Percent,0,1,0,1,0,0,5,1,0,0,0
110 percent,Percent,1,0,1,0,1,0,11,0,0,0,1
1.1,Percent,0,1,0,1,0,0,3,1,0,0,0
1.12,Percent,0,1,0,1,0,0,4,1,0,0,0
1.14,Percent,0,1,0,1,0,0,4,1,0,0,0
115 percent,Percent,1,0,1,0,1,0,11,0,0,0,1
117 percent,Percent,1,0,1,0,1,0,11,0,0,0,1
1.17,Percent,0,1,0,1,0,0,4,1,0,0,0
12 percent,Percent,1,0,1,0,1,0,10,0,0,0,1
0.12,Percent,0,1,0,1,0,0,4,1,0,0,0
12-14 percent,Percent,1,0,1,0,1,0,13,0,0,1,1
12-15 percent,Percent,1,0,1,0,1,0,13,0,0,1,1
12.0 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.12,Percent,0,1,0,1,0,0,4,1,0,0,0
0.12,Percent,0,1,0,1,0,0,4,1,0,0,0
0.1205,Percent,0,1,0,1,0,0,6,1,0,0,0
12.07 percent,Percent,1,0,1,0,1,0,13,1,0,0,1
0.1207,Percent,0,1,0,1,0,0,6,1,0,0,0
0.1209,Percent,0,1,0,1,0,0,6,1,0,0,0
12.1 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.121,Percent,0,1,0,1,0,0,5,1,0,0,0
0.121,Percent,0,1,0,1,0,0,5,1,0,0,0
12.11 percent,Percent,1,0,1,0,1,0,13,1,0,0,1
0.1217,Percent,0,1,0,1,0,0,6,1,0,0,0
12.2 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.122,Percent,0,1,0,1,0,0,5,1,0,0,0
0.122,Percent,0,1,0,1,0,0,5,1,0,0,0
12.3 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.123,Percent,0,1,0,1,0,0,5,1,0,0,0
0.1231,Percent,0,1,0,1,0,0,6,1,0,0,0
0.1237,Percent,0,1,0,1,0,0,6,1,0,0,0
0.1239,Percent,0,1,0,1,0,0,6,1,0,0,0
12.4 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.124,Percent,0,1,0,1,0,0,5,1,0,0,0
0.124,Percent,0,1,0,1,0,0,5,1,0,0,0
12.5 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.125,Percent,0,1,0,1,0,0,5,1,0,0,0
12.6 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.126,Percent,0,1,0,1,0,0,5,1,0,0,0
12.7 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.127,Percent,0,1,0,1,0,0,5,1,0,0,0
0.1275,Percent,0,1,0,1,0,0,6,1,0,0,0
0.1278,Percent,0,1,0,1,0,0,6,1,0,0,0
12.8 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.128,Percent,0,1,0,1,0,0,5,1,0,0,0
0.1282,Percent,0,1,0,1,0,0,6,1,0,0,0
12.825 percent,Percent,1,0,1,0,1,0,14,1,0,0,1
0.1285,Percent,0,1,0,1,0,0,6,1,0,0,0
0.1286,Percent,0,1,0,1,0,0,6,1,0,0,0
12.9 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.129,Percent,0,1,0,1,0,0,5,1,0,0,0
12.94 percent,Percent,1,0,1,0,1,0,13,1,0,0,1
12.98 percent,Percent,1,0,1,0,1,0,13,1,0,0,1
0.1298,Percent,0,1,0,1,0,0,6,1,0,0,0
120 percent,Percent,1,0,1,0,1,0,11,0,0,0,1
1.2,Percent,0,1,0,1,0,0,3,1,0,0,0
1.21,Percent,0,1,0,1,0,0,4,1,0,0,0
123 percent,Percent,1,0,1,0,1,0,11,0,0,0,1
124 percent,Percent,1,0,1,0,1,0,11,0,0,0,1
125 percent,Percent,1,0,1,0,1,0,11,0,0,0,1
1.25,Percent,0,1,0,1,0,0,4,1,0,0,0
1.26,Percent,0,1,0,1,0,0,4,1,0,0,0
1.27,Percent,0,1,0,1,0,0,4,1,0,0,0
129 percent,Percent,1,0,1,0,1,0,11,0,0,0,1
1.29,Percent,0,1,0,1,0,0,4,1,0,0,0
13 percent,Percent,1,0,1,0,1,0,10,0,0,0,1
0.13,Percent,0,1,0,1,0,0,4,1,0,0,0
13-15 percent,Percent,1,0,1,0,1,0,13,0,0,1,1
0.13,Percent,0,1,0,1,0,0,4,1,0,0,0
0.1304,Percent,0,1,0,1,0,0,6,1,0,0,0
13.1 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.131,Percent,0,1,0,1,0,0,5,1,0,0,0
13.17 percent,Percent,1,0,1,0,1,0,13,1,0,0,1
0.1317,Percent,0,1,0,1,0,0,6,1,0,0,0
13.2 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.132,Percent,0,1,0,1,0,0,5,1,0,0,0
0.1325,Percent,0,1,0,1,0,0,6,1,0,0,0
13.28 percent,Percent,1,0,1,0,1,0,13,1,0,0,1
0.1329,Percent,0,1,0,1,0,0,6,1,0,0,0
13.3 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.133,Percent,0,1,0,1,0,0,5,1,0,0,0
13.4 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.134,Percent,0,1,0,1,0,0,5,1,0,0,0
0.1342,Percent,0,1,0,1,0,0,6,1,0,0,0
0.1345,Percent,0,1,0,1,0,0,6,1,0,0,0
13.5 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.135,Percent,0,1,0,1,0,0,5,1,0,0,0
13.6 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.136,Percent,0,1,0,1,0,0,5,1,0,0,0
0.1361,Percent,0,1,0,1,0,0,6,1,0,0,0
13.7 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.137,Percent,0,1,0,1,0,0,5,1,0,0,0
0.1371,Percent,0,1,0,1,0,0,6,1,0,0,0
0.1374,Percent,0,1,0,1,0,0,6,1,0,0,0
0.1379,Percent,0,1,0,1,0,0,6,1,0,0,0
13.8 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.138,Percent,0,1,0,1,0,0,5,1,0,0,0
0.1381,Percent,0,1,0,1,0,0,6,1,0,0,0
13.9 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.139,Percent,0,1,0,1,0,0,5,1,0,0,0
130 percent,Percent,1,0,1,0,1,0,11,0,0,0,1
1.3,Percent,0,1,0,1,0,0,3,1,0,0,0
1.323,Percent,0,1,0,1,0,0,5,1,0,0,0
135 percent,Percent,1,0,1,0,1,0,11,0,0,0,1
136 percent,Percent,1,0,1,0,1,0,11,0,0,0,1
137 percent,Percent,1,0,1,0,1,0,11,0,0,0,1
138 percent,Percent,1,0,1,0,1,0,11,0,0,0,1
14 percent,Percent,1,0,1,0,1,0,10,0,0,0,1
0.14,Percent,0,1,0,1,0,0,4,1,0,0,0
14.0 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.14,Percent,0,1,0,1,0,0,4,1,0,0,0
14.1 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.141,Percent,0,1,0,1,0,0,5,1,0,0,0
0.1411,Percent,0,1,0,1,0,0,6,1,0,0,0
14.2 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.142,Percent,0,1,0,1,0,0,5,1,0,0,0
0.1426,Percent,0,1,0,1,0,0,6,1,0,0,0
14.3 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.143,Percent,0,1,0,1,0,0,5,1,0,0,0
14.32 percent,Percent,1,0,1,0,1,0,13,1,0,0,1
14.4 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.144,Percent,0,1,0,1,0,0,5,1,0,0,0
14.5 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.145,Percent,0,1,0,1,0,0,5,1,0,0,0
14.59 percent,Percent,1,0,1,0,1,0,13,1,0,0,1
14.6 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.146,Percent,0,1,0,1,0,0,5,1,0,0,0
14.63 percent,Percent,1,0,1,0,1,0,13,1,0,0,1
14.7 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.147,Percent,0,1,0,1,0,0,5,1,0,0,0
14.72 percent,Percent,1,0,1,0,1,0,13,1,0,0,1
14.8 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.148,Percent,0,1,0,1,0,0,5,1,0,0,0
0.1485,Percent,0,1,0,1,0,0,6,1,0,0,0
14.9 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
140 percent,Percent,1,0,1,0,1,0,11,0,0,0,1
1.4,Percent,0,1,0,1,0,0,3,1,0,0,0
1.41,Percent,0,1,0,1,0,0,4,1,0,0,0
143 percent,Percent,1,0,1,0,1,0,11,0,0,0,1
144 percent,Percent,1,0,1,0,1,0,11,0,0,0,1
1.44,Percent,0,1,0,1,0,0,4,1,0,0,0
1.45,Percent,0,1,0,1,0,0,4,1,0,0,0
147 percent,Percent,1,0,1,0,1,0,11,0,0,0,1
1.47,Percent,0,1,0,1,0,0,4,1,0,0,0
149 percent,Percent,1,0,1,0,1,0,11,0,0,0,1
15 percent,Percent,1,0,1,0,1,0,10,0,0,0,1
0.15,Percent,0,1,0,1,0,0,4,1,0,0,0
159,Percent,0,1,0,1,0,0,3,0,0,0,0
15-16%,Percent,1,0,1,1,0,0,6,0,1,1,0
15-20 percent,Percent,1,0,1,0,1,0,13,0,0,1,1
15-20%,Percent,1,0,1,1,0,0,6,0,1,1,0
15.0 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.15,Percent,0,1,0,1,0,0,4,1,0,0,0
15.02 percent,Percent,1,0,1,0,1,0,13,1,0,0,1
15.1 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.151,Percent,0,1,0,1,0,0,5,1,0,0,0
15.18 percent,Percent,1,0,1,0,1,0,13,1,0,0,1
15.2 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.152,Percent,0,1,0,1,0,0,5,1,0,0,0
15.3 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.153,Percent,0,1,0,1,0,0,5,1,0,0,0
0.1533,Percent,0,1,0,1,0,0,6,1,0,0,0
15.4 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.154,Percent,0,1,0,1,0,0,5,1,0,0,0
15.5 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.1556,Percent,0,1,0,1,0,0,6,1,0,0,0
15.6 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.156,Percent,0,1,0,1,0,0,5,1,0,0,0
15.7 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.157,Percent,0,1,0,1,0,0,5,1,0,0,0
0.1576,Percent,0,1,0,1,0,0,6,1,0,0,0
15.8 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.158,Percent,0,1,0,1,0,0,5,1,0,0,0
0.1589,Percent,0,1,0,1,0,0,6,1,0,0,0
15.9 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.159,Percent,0,1,0,1,0,0,5,1,0,0,0
150 percent,Percent,1,0,1,0,1,0,11,0,0,0,1
1.5,Percent,0,1,0,1,0,0,3,1,0,0,0
1.51,Percent,0,1,0,1,0,0,4,1,0,0,0
1.53,Percent,0,1,0,1,0,0,4,1,0,0,0
155 percent,Percent,1,0,1,0,1,0,11,0,0,0,1
1.56,Percent,0,1,0,1,0,0,4,1,0,0,0
16 1%,Percent,1,0,1,0,1,0,5,0,1,0,0
16 percent,Percent,1,0,1,0,1,0,10,0,0,0,1
0.16,Percent,0,1,0,1,0,0,4,1,0,0,0
16-18%,Percent,1,0,1,1,0,0,6,0,1,1,0
16.0 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.16,Percent,0,1,0,1,0,0,4,1,0,0,0
16.1 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.161,Percent,0,1,0,1,0,0,5,1,0,0,0
0.1619,Percent,0,1,0,1,0,0,6,1,0,0,0
16.2 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.1629,Percent,0,1,0,1,0,0,6,1,0,0,0
16.3 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.163,Percent,0,1,0,1,0,0,5,1,0,0,0
0.1635,Percent,0,1,0,1,0,0,6,1,0,0,0
16.4 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.164,Percent,0,1,0,1,0,0,5,1,0,0,0
0.1648,Percent,0,1,0,1,0,0,6,1,0,0,0
16.5 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.165,Percent,0,1,0,1,0,0,5,1,0,0,0
16.6 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.166,Percent,0,1,0,1,0,0,5,1,0,0,0
0.1665,Percent,0,1,0,1,0,0,6,1,0,0,0
16.7 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.167,Percent,0,1,0,1,0,0,5,1,0,0,0
16.8 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.168,Percent,0,1,0,1,0,0,5,1,0,0,0
16.81 percent,Percent,1,0,1,0,1,0,13,1,0,0,1
0.1684,Percent,0,1,0,1,0,0,6,1,0,0,0
16.87 percent,Percent,1,0,1,0,1,0,13,1,0,0,1
0.169,Percent,0,1,0,1,0,0,5,1,0,0,0
1.6,Percent,0,1,0,1,0,0,3,1,0,0,0
16,Percent,0,1,0,1,0,0,2,0,0,0,0
1.62,Percent,0,1,0,1,0,0,4,1,0,0,0
1.65,Percent,0,1,0,1,0,0,4,1,0,0,0
1.654,Percent,0,1,0,1,0,0,5,1,0,0,0
1.68,Percent,0,1,0,1,0,0,4,1,0,0,0
17 percent,Percent,1,0,1,0,1,0,10,0,0,0,1
0.17,Percent,0,1,0,1,0,0,4,1,0,0,0
17-18 percent,Percent,1,0,1,0,1,0,13,0,0,1,1
0.17,Percent,0,1,0,1,0,0,4,1,0,0,0
17.1 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.1711,Percent,0,1,0,1,0,0,6,1,0,0,0
17.2 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.172,Percent,0,1,0,1,0,0,5,1,0,0,0
17.3 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.173,Percent,0,1,0,1,0,0,5,1,0,0,0
17.4 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.174,Percent,0,1,0,1,0,0,5,1,0,0,0
17.5 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.175,Percent,0,1,0,1,0,0,5,1,0,0,0
17.6 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.176,Percent,0,1,0,1,0,0,5,1,0,0,0
17.7 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.177,Percent,0,1,0,1,0,0,5,1,0,0,0
0.1774,Percent,0,1,0,1,0,0,6,1,0,0,0
17.8 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.178,Percent,0,1,0,1,0,0,5,1,0,0,0
17.9 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.179,Percent,0,1,0,1,0,0,5,1,0,0,0
170 percent,Percent,1,0,1,0,1,0,11,0,0,0,1
1.7,Percent,0,1,0,1,0,0,3,1,0,0,0
1.72,Percent,0,1,0,1,0,0,4,1,0,0,0
175 percent,Percent,1,0,1,0,1,0,11,0,0,0,1
1.75,Percent,0,1,0,1,0,0,4,1,0,0,0
177 percent,Percent,1,0,1,0,1,0,11,0,0,0,1
1.77,Percent,0,1,0,1,0,0,4,1,0,0,0
18 percent,Percent,1,0,1,0,1,0,10,0,0,0,1
0.18,Percent,0,1,0,1,0,0,4,1,0,0,0
180,Percent,0,1,0,1,0,0,3,0,0,0,0
18-36%,Percent,1,0,1,1,0,0,6,0,1,1,0
18.1 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.181,Percent,0,1,0,1,0,0,5,1,0,0,0
18.19 percent,Percent,1,0,1,0,1,0,13,1,0,0,1
18.2 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.182,Percent,0,1,0,1,0,0,5,1,0,0,0
18.3 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.183,Percent,0,1,0,1,0,0,5,1,0,0,0
18.4 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.184,Percent,0,1,0,1,0,0,5,1,0,0,0
18.5 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.185,Percent,0,1,0,1,0,0,5,1,0,0,0
18.52 percent,Percent,1,0,1,0,1,0,13,1,0,0,1
18.6 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.186,Percent,0,1,0,1,0,0,5,1,0,0,0
0.187,Percent,0,1,0,1,0,0,5,1,0,0,0
18.75 percent,Percent,1,0,1,0,1,0,13,1,0,0,1
0.1875,Percent,0,1,0,1,0,0,6,1,0,0,0
18.8 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.188,Percent,0,1,0,1,0,0,5,1,0,0,0
18.9 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.189,Percent,0,1,0,1,0,0,5,1,0,0,0
1.8,Percent,0,1,0,1,0,0,3,1,0,0,0
1.82,Percent,0,1,0,1,0,0,4,1,0,0,0
184.56 percent,Percent,1,0,1,0,1,0,14,1,0,0,1
1.85,Percent,0,1,0,1,0,0,4,1,0,0,0
1.88,Percent,0,1,0,1,0,0,4,1,0,0,0
19 percent,Percent,1,0,1,0,1,0,10,0,0,0,1
0.19,Percent,0,1,0,1,0,0,4,1,0,0,0
0.19,Percent,0,1,0,1,0,0,4,1,0,0,0
0.1911,Percent,0,1,0,1,0,0,6,1,0,0,0
19.2 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.192,Percent,0,1,0,1,0,0,5,1,0,0,0
19.3 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.193,Percent,0,1,0,1,0,0,5,1,0,0,0
19.4 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.194,Percent,0,1,0,1,0,0,5,1,0,0,0
0.1942,Percent,0,1,0,1,0,0,6,1,0,0,0
19.5 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.195,Percent,0,1,0,1,0,0,5,1,0,0,0
0.196,Percent,0,1,0,1,0,0,5,1,0,0,0
19.7 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
19.75 percent,Percent,1,0,1,0,1,0,13,1,0,0,1
0.1975,Percent,0,1,0,1,0,0,6,1,0,0,0
19.8 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.198,Percent,0,1,0,1,0,0,5,1,0,0,0
19.9 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.199,Percent,0,1,0,1,0,0,5,1,0,0,0
190 percent,Percent,1,0,1,0,1,0,11,0,0,0,1
1.9,Percent,0,1,0,1,0,0,3,1,0,0,0
1.97,Percent,0,1,0,1,0,0,4,1,0,0,0
2 71%,Percent,1,0,1,0,1,0,5,0,1,0,0
2 75%,Percent,1,0,1,0,1,0,5,0,1,0,0
2 percent,Percent,1,0,1,0,1,0,9,0,0,0,1
0.02,Percent,0,1,0,1,0,0,4,1,0,0,0
23,Percent,0,1,0,1,0,0,2,0,0,0,0
2-3 percent,Percent,1,0,1,0,1,0,11,0,0,1,1
2-3%,Percent,1,0,1,1,0,0,4,0,1,1,0
2.0 percent,Percent,1,0,1,0,1,0,11,1,0,0,1
0.02,Percent,0,1,0,1,0,0,4,1,0,0,0
0.02,Percent,0,1,0,1,0,0,4,1,0,0,0
0.0201,Percent,0,1,0,1,0,0,6,1,0,0,0
2.02 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.0202,Percent,0,1,0,1,0,0,6,1,0,0,0
2.03 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.0203,Percent,0,1,0,1,0,0,6,1,0,0,0
2.05 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.0205,Percent,0,1,0,1,0,0,6,1,0,0,0
0.0206,Percent,0,1,0,1,0,0,6,1,0,0,0
2.07 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.0208,Percent,0,1,0,1,0,0,6,1,0,0,0
0.0208,Percent,0,1,0,1,0,0,6,1,0,0,0
2.09 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.0209,Percent,0,1,0,1,0,0,6,1,0,0,0
2.1 percent,Percent,1,0,1,0,1,0,11,1,0,0,1
0.021,Percent,0,1,0,1,0,0,5,1,0,0,0
0.021,Percent,0,1,0,1,0,0,5,1,0,0,0
0.0211,Percent,0,1,0,1,0,0,6,1,0,0,0
2.128 percent,Percent,1,0,1,0,1,0,13,1,0,0,1
0.0213,Percent,0,1,0,1,0,0,6,1,0,0,0
0.0214,Percent,0,1,0,1,0,0,6,1,0,0,0
0.0215,Percent,0,1,0,1,0,0,6,1,0,0,0
0.0216,Percent,0,1,0,1,0,0,6,1,0,0,0
0.0218,Percent,0,1,0,1,0,0,6,1,0,0,0
0.0218,Percent,0,1,0,1,0,0,6,1,0,0,0
2.19 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.0219,Percent,0,1,0,1,0,0,6,1,0,0,0
2.2 percent,Percent,1,0,1,0,1,0,11,1,0,0,1
0.022,Percent,0,1,0,1,0,0,5,1,0,0,0
0.0221,Percent,0,1,0,1,0,0,6,1,0,0,0
0.0222,Percent,0,1,0,1,0,0,6,1,0,0,0
2.229 percent,Percent,1,0,1,0,1,0,13,1,0,0,1
2.23 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.0223,Percent,0,1,0,1,0,0,6,1,0,0,0
0.0224,Percent,0,1,0,1,0,0,6,1,0,0,0
2.240 percent,Percent,1,0,1,0,1,0,13,1,0,0,1
0.0224,Percent,0,1,0,1,0,0,6,1,0,0,0
2.25 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.0225,Percent,0,1,0,1,0,0,6,1,0,0,0
